;Unnamed: 0_cam;ordernumber_cam;series_name;model_name_cam;product_line;shutter;monocolor;sensor_optical_size;resolution_horizontal;resolution_vertical;pixel_size_horizontal;pixel_size_vertical;sensor_name;housing_name;interface;sensor_framerate_min;sensor_framerate_max;mount_cam;price_cam;Unnamed: 0_lens;ordernumber_lens;model_name_lens;focal_length;mount_lens;sensor_format;min_object_distance;price_lens;total_price;max_fov_h;max_fov_v;resolution_mm;fps_score;d_score;res_score;price_score;best_d;best_res;best_fps;score
7774;50;107739;Basler ace;acA640-121gm;ace U;Global;Mono;"1/4""";659;494;5,6;5,6;ICX618 Replacement;Box;GigE;134;134;C-Mount;339;75;2000036383,0;"Evetar Lens M118B029528W F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;53,0;392,0;1845,2;1383,2;2,8;2,0;1,0;3,0;2,0;1120,0;2,0907;160,2387;23,0
7157;46;109476;Basler ace 2;a2A2048-114umPRO​;ace 2 R Pro;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;459;74;2000036382,0;"Evetar Lens M118B029528IR F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;51,0;510,0;2304,0;1728,0;1,125;1,0;2,0;4,0;0,0;950,0;0,7125;140,2;23,0
7158;46;109476;Basler ace 2;a2A2048-114umPRO​;ace 2 R Pro;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;459;75;2000036383,0;"Evetar Lens M118B029528W F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;53,0;512,0;2304,0;1728,0;1,125;1,0;2,0;4,0;0,0;950,0;0,7125;140,2;23,0
7311;47;109477;Basler ace 2;a2A2048-114ucPRO​;ace 2 R Pro;Global;Color;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;479;74;2000036382,0;"Evetar Lens M118B029528IR F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;51,0;530,0;2304,0;1728,0;1,125;1,0;2,0;4,0;0,0;950,0;0,7125;140,2;23,0
7312;47;109477;Basler ace 2;a2A2048-114ucPRO​;ace 2 R Pro;Global;Color;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;479;75;2000036383,0;"Evetar Lens M118B029528W F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;53,0;532,0;2304,0;1728,0;1,125;1,0;2,0;4,0;0,0;950,0;0,7125;140,2;23,0
2776;18;107652;Basler ace;acA1440-220um;ace U;Global;Mono;"1/2.9""";1440;1080;3,45;3,45;IMX273;Box;USB 3.0;227;227;C-Mount;399;5;2000034830,0;Basler Lens C125-0418-5M f4mm;4,0;C-mount;"1/2,5""";100,0;139,0;538,0;1863,0;1397,25;1,2938;4,0;1,0;4,0;0,0;1040,0;0,897;262,3842;23,0
2930;19;107653;Basler ace;acA1440-220uc;ace U;Global;Color;"1/2.9""";1440;1080;3,45;3,45;IMX273;Box;USB 3.0;227;227;C-Mount;419;5;2000034830,0;Basler Lens C125-0418-5M f4mm;4,0;C-mount;"1/2,5""";100,0;139,0;558,0;1863,0;1397,25;1,2938;4,0;1,0;4,0;0,0;1040,0;0,897;262,3842;23,0
6857;44;109474;Basler ace 2;a2A2048-114umBAS​;ace 2 R Basic;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;349;82;2000035175,0;"Evetar Lens M13B04218IR F1.8 f4.2mm 1/3""";4,2;S-mount;"1/3""";200,0;9,6;358,6;1645,7143;1234,2857;0,8036;1,0;0,0;4,0;2,0;1330,0;0,7125;140,2;23,0
6858;44;109474;Basler ace 2;a2A2048-114umBAS​;ace 2 R Basic;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;349;83;2000035176,0;"Evetar Lens M13B04218W F1.8 f4.2mm 1/3""";4,2;S-mount;"1/3""";200,0;10,6;359,6;1645,7143;1234,2857;0,8036;1,0;0,0;4,0;2,0;1330,0;0,7125;140,2;23,0
7011;45;109475;Basler ace 2;a2A2048-114ucBAS​;ace 2 R Basic;Global;Color;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;369;82;2000035175,0;"Evetar Lens M13B04218IR F1.8 f4.2mm 1/3""";4,2;S-mount;"1/3""";200,0;9,6;378,6;1645,7143;1234,2857;0,8036;1,0;0,0;4,0;2,0;1330,0;0,7125;140,2;23,0
7012;45;109475;Basler ace 2;a2A2048-114ucBAS​;ace 2 R Basic;Global;Color;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;369;83;2000035176,0;"Evetar Lens M13B04218W F1.8 f4.2mm 1/3""";4,2;S-mount;"1/3""";200,0;10,6;379,6;1645,7143;1234,2857;0,8036;1,0;0,0;4,0;2,0;1330,0;0,7125;140,2;23,0
1455;9;106748;Basler ace;acA640-750um;ace U;Global;Mono;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;USB 3.0;751;751;C-Mount;409;70;2200001056,0;"Evetar Lens E3417A F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;442,0;1843,2;1382,4;2,88;4,0;1,0;3,0;1,0;1050,0;2,016;867,5242;22,0
1456;9;106748;Basler ace;acA640-750um;ace U;Global;Mono;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;USB 3.0;751;751;C-Mount;409;71;2200001057,0;"Evetar Lens E3417C IR-Cut F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;442,0;1843,2;1382,4;2,88;4,0;1,0;3,0;1,0;1050,0;2,016;867,5242;22,0
4997;32;106750;Basler ace;acA640-300gm;ace U;Global;Mono;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;GigE;376;376;C-Mount;409;70;2200001056,0;"Evetar Lens E3417A F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;442,0;1843,2;1382,4;2,88;4,0;1,0;3,0;1,0;1050,0;2,016;434,3397;22,0
4998;32;106750;Basler ace;acA640-300gm;ace U;Global;Mono;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;GigE;376;376;C-Mount;409;71;2200001057,0;"Evetar Lens E3417C IR-Cut F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;442,0;1843,2;1382,4;2,88;4,0;1,0;3,0;1,0;1050,0;2,016;434,3397;22,0
1609;10;106749;Basler ace;acA640-750uc;ace U;Global;Color;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;USB 3.0;751;751;C-Mount;439;70;2200001056,0;"Evetar Lens E3417A F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;472,0;1843,2;1382,4;2,88;4,0;1,0;3,0;1,0;1050,0;2,016;867,5242;22,0
1610;10;106749;Basler ace;acA640-750uc;ace U;Global;Color;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;USB 3.0;751;751;C-Mount;439;71;2200001057,0;"Evetar Lens E3417C IR-Cut F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;472,0;1843,2;1382,4;2,88;4,0;1,0;3,0;1,0;1050,0;2,016;867,5242;22,0
5151;33;106751;Basler ace;acA640-300gc;ace U;Global;Color;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;GigE;376;376;C-Mount;439;70;2200001056,0;"Evetar Lens E3417A F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;472,0;1843,2;1382,4;2,88;4,0;1,0;3,0;1,0;1050,0;2,016;434,3397;22,0
5152;33;106751;Basler ace;acA640-300gc;ace U;Global;Color;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;GigE;376;376;C-Mount;439;71;2200001057,0;"Evetar Lens E3417C IR-Cut F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;472,0;1843,2;1382,4;2,88;4,0;1,0;3,0;1,0;1050,0;2,016;434,3397;22,0
4077;26;106766;Basler ace;acA800-200gm;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;429;74;2000036382,0;"Evetar Lens M118B029528IR F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;51,0;480,0;1920,0;1440,0;2,4;4,0;1,0;3,0;1,0;1000,0;1,6;276,0;22,0
5309;34;106764;Basler ace;acA800-510um;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;429;74;2000036382,0;"Evetar Lens M118B029528IR F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;51,0;480,0;1920,0;1440,0;2,4;4,0;1,0;3,0;1,0;1000,0;1,6;587,65;22,0
4078;26;106766;Basler ace;acA800-200gm;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;429;75;2000036383,0;"Evetar Lens M118B029528W F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;53,0;482,0;1920,0;1440,0;2,4;4,0;1,0;3,0;1,0;1000,0;1,6;276,0;22,0
5310;34;106764;Basler ace;acA800-510um;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;429;75;2000036383,0;"Evetar Lens M118B029528W F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;53,0;482,0;1920,0;1440,0;2,4;4,0;1,0;3,0;1,0;1000,0;1,6;587,65;22,0
73;0;106765;Basler ace;acA800-510uc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;449;74;2000036382,0;"Evetar Lens M118B029528IR F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;51,0;500,0;1920,0;1440,0;2,4;4,0;1,0;3,0;1,0;1000,0;1,6;587,65;22,0
4231;27;106767;Basler ace;acA800-200gc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;449;74;2000036382,0;"Evetar Lens M118B029528IR F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;51,0;500,0;1920,0;1440,0;2,4;4,0;1,0;3,0;1,0;1000,0;1,6;276,0;22,0
74;0;106765;Basler ace;acA800-510uc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;449;75;2000036383,0;"Evetar Lens M118B029528W F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;53,0;502,0;1920,0;1440,0;2,4;4,0;1,0;3,0;1,0;1000,0;1,6;587,65;22,0
4232;27;106767;Basler ace;acA800-200gc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;449;75;2000036383,0;"Evetar Lens M118B029528W F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;53,0;502,0;1920,0;1440,0;2,4;4,0;1,0;3,0;1,0;1000,0;1,6;276,0;22,0
7159;46;109476;Basler ace 2;a2A2048-114umPRO​;ace 2 R Pro;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;459;76;2000035614,0;"Evetar Lens M13B03618IR F1.8 f3.6mm 1/3""";3,6;S-mount;"1/3""";200,0;9,6;468,6;1920,0;1440,0;0,9375;0,0;1,0;4,0;1,0;1000,0;0,625;131,1;22,0
7160;46;109476;Basler ace 2;a2A2048-114umPRO​;ace 2 R Pro;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;459;77;2000035615,0;"Evetar Lens M13B03618W F1.8 f3.6mm 1/3""";3,6;S-mount;"1/3""";200,0;10,6;469,6;1920,0;1440,0;0,9375;0,0;1,0;4,0;1,0;1000,0;0,625;131,1;22,0
7313;47;109477;Basler ace 2;a2A2048-114ucPRO​;ace 2 R Pro;Global;Color;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;479;76;2000035614,0;"Evetar Lens M13B03618IR F1.8 f3.6mm 1/3""";3,6;S-mount;"1/3""";200,0;9,6;488,6;1920,0;1440,0;0,9375;0,0;1,0;4,0;1,0;1000,0;0,625;131,1;22,0
7314;47;109477;Basler ace 2;a2A2048-114ucPRO​;ace 2 R Pro;Global;Color;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;479;77;2000035615,0;"Evetar Lens M13B03618W F1.8 f3.6mm 1/3""";3,6;S-mount;"1/3""";200,0;10,6;489,6;1920,0;1440,0;0,9375;0,0;1,0;4,0;1,0;1000,0;0,625;131,1;22,0
1309;8;107655;Basler ace;acA720-520uc;ace U;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Box;USB 3.0;525;525;C-Mount;399;78;2000036384,0;"Evetar Lens M118B0418IR F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;32,0;431,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;1,0;1040,0;1,794;606,8358;22,0
4851;31;107651;Basler ace;acA720-290gc;ace U;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Box;GigE;291;291;C-Mount;399;78;2000036384,0;"Evetar Lens M118B0418IR F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;32,0;431,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;1,0;1040,0;1,794;336,3604;22,0
1310;8;107655;Basler ace;acA720-520uc;ace U;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Box;USB 3.0;525;525;C-Mount;399;79;2000036385,0;"Evetar Lens M118B0418W F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;33,0;432,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;1,0;1040,0;1,794;606,8358;22,0
1311;8;107655;Basler ace;acA720-520uc;ace U;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Box;USB 3.0;525;525;C-Mount;399;80;2200001058,0;"Evetar Lens E3360A F2.0 f4.0mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;432,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;1,0;1040,0;1,794;606,8358;22,0
1312;8;107655;Basler ace;acA720-520uc;ace U;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Box;USB 3.0;525;525;C-Mount;399;81;2200000589,0;"Evetar Lens E3360D IR-Cut F2.0 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;432,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;1,0;1040,0;1,794;606,8358;22,0
4852;31;107651;Basler ace;acA720-290gc;ace U;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Box;GigE;291;291;C-Mount;399;79;2000036385,0;"Evetar Lens M118B0418W F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;33,0;432,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;1,0;1040,0;1,794;336,3604;22,0
4853;31;107651;Basler ace;acA720-290gc;ace U;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Box;GigE;291;291;C-Mount;399;80;2200001058,0;"Evetar Lens E3360A F2.0 f4.0mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;432,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;1,0;1040,0;1,794;336,3604;22,0
4854;31;107651;Basler ace;acA720-290gc;ace U;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Box;GigE;291;291;C-Mount;399;81;2200000589,0;"Evetar Lens E3360D IR-Cut F2.0 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;432,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;1,0;1040,0;1,794;336,3604;22,0
6780;44;109474;Basler ace 2;a2A2048-114umBAS​;ace 2 R Basic;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;349;5;2000034830,0;Basler Lens C125-0418-5M f4mm;4,0;C-mount;"1/2,5""";100,0;139,0;488,0;1728,0;1296,0;0,8438;0,0;1,0;4,0;1,0;1120,0;0,63;131,6881;22,0
7161;46;109476;Basler ace 2;a2A2048-114umPRO​;ace 2 R Pro;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;459;78;2000036384,0;"Evetar Lens M118B0418IR F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;32,0;491,0;1728,0;1296,0;0,8438;0,0;1,0;4,0;1,0;1120,0;0,63;131,6881;22,0
7162;46;109476;Basler ace 2;a2A2048-114umPRO​;ace 2 R Pro;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;459;79;2000036385,0;"Evetar Lens M118B0418W F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;33,0;492,0;1728,0;1296,0;0,8438;0,0;1,0;4,0;1,0;1120,0;0,63;131,6881;22,0
7163;46;109476;Basler ace 2;a2A2048-114umPRO​;ace 2 R Pro;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;459;80;2200001058,0;"Evetar Lens E3360A F2.0 f4.0mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;492,0;1728,0;1296,0;0,8438;0,0;1,0;4,0;1,0;1120,0;0,63;131,6881;22,0
7164;46;109476;Basler ace 2;a2A2048-114umPRO​;ace 2 R Pro;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;459;81;2200000589,0;"Evetar Lens E3360D IR-Cut F2.0 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;492,0;1728,0;1296,0;0,8438;0,0;1,0;4,0;1,0;1120,0;0,63;131,6881;22,0
2695;17;106754;Basler ace;acA1300-200uc;ace U;Global;Color;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;USB 3.0;203;203;C-Mount;479;78;2000036384,0;"Evetar Lens M118B0418IR F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;32,0;511,0;2304,0;1843,2;1,8;4,0;2,0;3,0;0,0;840,0;1,008;242,6786;22,0
2696;17;106754;Basler ace;acA1300-200uc;ace U;Global;Color;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;USB 3.0;203;203;C-Mount;479;79;2000036385,0;"Evetar Lens M118B0418W F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;33,0;512,0;2304,0;1843,2;1,8;4,0;2,0;3,0;0,0;840,0;1,008;242,6786;22,0
2697;17;106754;Basler ace;acA1300-200uc;ace U;Global;Color;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;USB 3.0;203;203;C-Mount;479;80;2200001058,0;"Evetar Lens E3360A F2.0 f4.0mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;512,0;2304,0;1843,2;1,8;4,0;2,0;3,0;0,0;840,0;1,008;242,6786;22,0
2698;17;106754;Basler ace;acA1300-200uc;ace U;Global;Color;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;USB 3.0;203;203;C-Mount;479;81;2200000589,0;"Evetar Lens E3360D IR-Cut F2.0 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;512,0;2304,0;1843,2;1,8;4,0;2,0;3,0;0,0;840,0;1,008;242,6786;22,0
2117;13;108234;Basler dart;daA1920-160uc (CS-Mount);;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Board Level;USB 3.0;160;160;CS-Mount;259;116;2000034902,0;"Ricoh Lens FL-CC0614A-2M F1.4 f6mm 2/3""";6,0;C-mount;"2/3""";100,0;189,0;448,0;1656,0;1035,0;0,8625;3,0;0,0;4,0;1,0;1340,0;0,7705;180,0182;22,0
9047;58;108231;Basler dart;daA1920-160um (CS-Mount);;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Board Level;USB 3.0;160;160;CS-Mount;259;116;2000034902,0;"Ricoh Lens FL-CC0614A-2M F1.4 f6mm 2/3""";6,0;C-mount;"2/3""";100,0;189,0;448,0;1656,0;1035,0;0,8625;3,0;0,0;4,0;1,0;1340,0;0,7705;180,0182;22,0
6545;42;106755;Basler ace;acA1300-75gm;ace U;Global;Mono;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;GigE;88;88;C-Mount;449;78;2000036384,0;"Evetar Lens M118B0418IR F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;32,0;481,0;2304,0;1843,2;1,8;0,0;2,0;3,0;1,0;840,0;1,008;105,2006;21,0
6546;42;106755;Basler ace;acA1300-75gm;ace U;Global;Mono;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;GigE;88;88;C-Mount;449;79;2000036385,0;"Evetar Lens M118B0418W F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;33,0;482,0;2304,0;1843,2;1,8;0,0;2,0;3,0;1,0;840,0;1,008;105,2006;21,0
6547;42;106755;Basler ace;acA1300-75gm;ace U;Global;Mono;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;GigE;88;88;C-Mount;449;80;2200001058,0;"Evetar Lens E3360A F2.0 f4.0mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;482,0;2304,0;1843,2;1,8;0,0;2,0;3,0;1,0;840,0;1,008;105,2006;21,0
6548;42;106755;Basler ace;acA1300-75gm;ace U;Global;Mono;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;GigE;88;88;C-Mount;449;81;2200000589,0;"Evetar Lens E3360D IR-Cut F2.0 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;482,0;2304,0;1843,2;1,8;0,0;2,0;3,0;1,0;840,0;1,008;105,2006;21,0
7775;50;107739;Basler ace;acA640-121gm;ace U;Global;Mono;"1/4""";659;494;5,6;5,6;ICX618 Replacement;Box;GigE;134;134;C-Mount;339;76;2000035614,0;"Evetar Lens M13B03618IR F1.8 f3.6mm 1/3""";3,6;S-mount;"1/3""";200,0;9,6;348,6;1537,6667;1152,6667;2,3333;2,0;0,0;3,0;2,0;1350,0;2,1;160,5985;20,0
7776;50;107739;Basler ace;acA640-121gm;ace U;Global;Mono;"1/4""";659;494;5,6;5,6;ICX618 Replacement;Box;GigE;134;134;C-Mount;339;77;2000035615,0;"Evetar Lens M13B03618W F1.8 f3.6mm 1/3""";3,6;S-mount;"1/3""";200,0;10,6;349,6;1537,6667;1152,6667;2,3333;2,0;0,0;3,0;2,0;1350,0;2,1;160,5985;20,0
7777;50;107739;Basler ace;acA640-121gm;ace U;Global;Mono;"1/4""";659;494;5,6;5,6;ICX618 Replacement;Box;GigE;134;134;C-Mount;339;78;2000036384,0;"Evetar Lens M118B0418IR F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;32,0;371,0;1383,9;1037,4;2,1;2,0;0,0;3,0;2,0;1490,0;2,086;160,0575;20,0
7778;50;107739;Basler ace;acA640-121gm;ace U;Global;Mono;"1/4""";659;494;5,6;5,6;ICX618 Replacement;Box;GigE;134;134;C-Mount;339;79;2000036385,0;"Evetar Lens M118B0418W F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;33,0;372,0;1383,9;1037,4;2,1;2,0;0,0;3,0;2,0;1490,0;2,086;160,0575;20,0
7779;50;107739;Basler ace;acA640-121gm;ace U;Global;Mono;"1/4""";659;494;5,6;5,6;ICX618 Replacement;Box;GigE;134;134;C-Mount;339;80;2200001058,0;"Evetar Lens E3360A F2.0 f4.0mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;372,0;1383,9;1037,4;2,1;2,0;0,0;3,0;2,0;1490,0;2,086;160,0575;20,0
7780;50;107739;Basler ace;acA640-121gm;ace U;Global;Mono;"1/4""";659;494;5,6;5,6;ICX618 Replacement;Box;GigE;134;134;C-Mount;339;81;2200000589,0;"Evetar Lens E3360D IR-Cut F2.0 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;372,0;1383,9;1037,4;2,1;2,0;0,0;3,0;2,0;1490,0;2,086;160,0575;20,0
7165;46;109476;Basler ace 2;a2A2048-114umPRO​;ace 2 R Pro;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;459;82;2000035175,0;"Evetar Lens M13B04218IR F1.8 f4.2mm 1/3""";4,2;S-mount;"1/3""";200,0;9,6;468,6;1645,7143;1234,2857;0,8036;1,0;0,0;4,0;1,0;1330,0;0,7125;140,2;20,0
7166;46;109476;Basler ace 2;a2A2048-114umPRO​;ace 2 R Pro;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;459;83;2000035176,0;"Evetar Lens M13B04218W F1.8 f4.2mm 1/3""";4,2;S-mount;"1/3""";200,0;10,6;469,6;1645,7143;1234,2857;0,8036;1,0;0,0;4,0;1,0;1330,0;0,7125;140,2;20,0
7319;47;109477;Basler ace 2;a2A2048-114ucPRO​;ace 2 R Pro;Global;Color;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;479;82;2000035175,0;"Evetar Lens M13B04218IR F1.8 f4.2mm 1/3""";4,2;S-mount;"1/3""";200,0;9,6;488,6;1645,7143;1234,2857;0,8036;1,0;0,0;4,0;1,0;1330,0;0,7125;140,2;20,0
7320;47;109477;Basler ace 2;a2A2048-114ucPRO​;ace 2 R Pro;Global;Color;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;479;83;2000035176,0;"Evetar Lens M13B04218W F1.8 f4.2mm 1/3""";4,2;S-mount;"1/3""";200,0;10,6;489,6;1645,7143;1234,2857;0,8036;1,0;0,0;4,0;1,0;1330,0;0,7125;140,2;20,0
1457;9;106748;Basler ace;acA640-750um;ace U;Global;Mono;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;USB 3.0;751;751;C-Mount;409;72;2000035611,0;"Evetar Lens M13B02820IR F2.0 f2.8mm 1/3""";2,8;S-mount;"1/3""";100,0;15,0;424,0;1645,7143;1234,2857;2,5714;4,0;0,0;3,0;1,0;1170,0;2,0057;865,0407;19,0
4999;32;106750;Basler ace;acA640-300gm;ace U;Global;Mono;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;GigE;376;376;C-Mount;409;72;2000035611,0;"Evetar Lens M13B02820IR F2.0 f2.8mm 1/3""";2,8;S-mount;"1/3""";100,0;15,0;424,0;1645,7143;1234,2857;2,5714;4,0;0,0;3,0;1,0;1170,0;2,0057;433,0963;19,0
1458;9;106748;Basler ace;acA640-750um;ace U;Global;Mono;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;USB 3.0;751;751;C-Mount;409;73;2000035612,0;"Evetar Lens M13B02820W F2.0 f2.8mm 1/3""";2,8;S-mount;"1/3""";100,0;16,0;425,0;1645,7143;1234,2857;2,5714;4,0;0,0;3,0;1,0;1170,0;2,0057;865,0407;19,0
